messages;labels
"⚠️ Роскомнадзор предостерегает вещательные организации от нарушения законодательства о СМИ.

Роскомнадзор обращает внимание СМИ на необходимость неукоснительного соблюдения норм и требований российского законодательства в части обеспечения вещателями телеканалов доступности для инвалидов по слуху.

Согласно ст. 31 Закона РФ «О средствах массовой информации» вещатель обязан обеспечить доступность своей продукции для инвалидов по слуху в объеме не менее 5% всего вещания в неделю. 

Роскомнадзор требует обеспечить безусловное исполнение вышеуказанной нормы при осуществлении вещания выпусков новостей, учитывая высокую социальную значимость доступности актуальной информации о событиях в стране и мире, освещаемых телевизионными каналами, для граждан Российской Федерации, в том числе инвалидов по слуху.";0
"❗️Роскомнадзор потребовал от Google восстановить в поисковой выдаче сайты государственных органов РФ.

Роскомнадзор потребовал от администрации поискового сервиса Google незамедлительно снять  ограничения на поисковую выдачу официальных сайтов российских государственных органов, а также объяснить причины их введения.

По имеющимся данным, американский поисковик Google исключил из результатов поисковой выдачи для российской аудитории сайты Министерства обороны Российской Федерации и Министерства внутренних дел Российской Федерации. 

Подобные действия Google нарушают ключевые принципы свободного распространения информации и беспрепятственного доступа к ней граждан России, а также подчеркивают антироссийскую позицию американской ИТ-компании в информационной войне против России.";0
"❗️Википедия должна удалить материалы с недостоверной общественно значимой информацией.

4 апреля Роскомнадзор на основании поступившего требования Генеральной прокуратуры РФ направил администрации Википедии требование ограничить распространение недостоверной общественно значимой информации.

В последнее время на Википедии стали массово размещаться материалы, которые распространяют недостоверную информацию по тематике специальной военной операции на Украине и действиях Вооруженных сил Российской Федерации. Википедия стала новой линией постоянных информационных атак на россиян.

Авторы размещенных на Википедии статей целенаправленно дезинформируют пользователей интернет-ресурса откровенно ложной информацией. В опубликованных на ресурсе статьях продвигается исключительно антироссийская интерпретация событий.

Ранее Роскомнадзор уже направил администрации Википедии требование удалить недостоверную информацию о событиях на Украине. Требование ведомства администрация интернет-ресурса до сих пор не выполнила.

Согласно российскому законодательству владельцу интернет-ресурса, не удалившему по требованию Роскомнадзора противоправную информацию, грозит административная ответственность - штраф до 4 млн рублей для юридических лиц (ст. 13.41 КоАП РФ).";0
"❗️Интернет-сервис «Википедия» привлекут к административной ответственности за неудаление противоправной информации

Роскомнадзор составит протокол об административном правонарушении по ст. 13.41 КоАП РФ в отношении интернет-портала «Википедия» за неудаление недостоверных общественно значимых материалов, а также иной запрещенной информации.

В соответствии с требованием Генеральной прокуратуры России Роскомнадзор направил уведомление администрации интернет-ресурса незамедлительно удалить недостоверную информацию по тематике специальной военной операции ВС РФ на Украине, направленную на дезинформацию российских пользователей.

Согласно российскому законодательству за неудаление в установленный срок подобного рода противоправных материалов владельцу сайта грозит административная ответственность в виде штрафа до 4 млн рублей.";0
"⚠️ Роскомнадзор составит административные протоколы в отношении Google за неудаление запрещенной информации

Роскомнадзор планирует в ближайшее время составить в отношении американской компании Google LLC два административных протокола по ст. 13.41 КоАП РФ за неудаление видеохостингом YouTube материалов в соответствии с требованиями Генеральной прокуратуры России.

Видеохостинг YouTube, принадлежащий американской ИТ-компании Google LLC, стал одной из ключевых площадок, участвующих в информационной войне против России.

Американская платформа откровенно способствует распространению лживого контента, содержащего недостоверную общественно значимую информацию о ходе специальной военной операции на Украине, дискредитирующей Вооруженные силы Российской Федерации, а также информацию экстремистского характера с призывами к осуществлению насильственных действий в отношении российских военнослужащих, материалами экстремистских организаций, таких как «Правый сектор», националистический полк «Азов» и других.

Согласно российскому законодательству за неудаление в установленный срок подобного рода противоправных материалов владельцу сайта грозит административная ответственность по ст. 13.41 КоАП РФ. Размер штрафа может составлять до 8 млн рублей, а в случае повторного совершения административного правонарушения размер штрафа может быть увеличен до 20% годовой выручки компании.";0
"⚠️ Вниманию российских средств массовой информации!

Ряд российских средств массовой информации, в том числе являющиеся иностранными СМИ, выполняющими функции иноагента, взяли интервью у президента Украины В. Зеленского.

Роскомнадзор предупреждает российские СМИ о необходимости отказаться от публикации данного интервью. В отношении средств массовой информации, взявших интервью, начата проверка для определения степени ответственности и приятия мер реагирования.";0
"❗️ Роскомнадзор потребовал от видеохостинга YouTube восстановить доступ к видеозаписи Министерства обороны России

Роскомнадзор потребовал от администрации видеохостинга YouTube незамедлительно снять все наложенные ограничения с видеозаписи «Заседание Межведомственного координационного штаба по гуманитарному реагированию на Украине» на официальном аккаунте Министерства обороны России», а также объяснить причины их введения.

Действия администрации YouTube нарушают ключевые принципы свободного распространения информации и беспрепятственного доступа к ней и являются актом цензуры, направленной против всего российского. Ведомство считает недопустимыми какие-либо ограничения в отношении российских СМИ, общественно значимых ресурсов и политических деятелей, а тем более государственного органа Российской Федерации.";0
"❗️Роскомнадзор требует восстановить доступ к YouTube-каналу главы Республики Крым

24 марта Роскомнадзор потребовал от администрации видеохостинга YouTube (принадлежит американской компании Google LLC) в кратчайшие сроки восстановить доступ к официальному каналу главы Республики Крым С.В. Аксёнова и объяснить причину наложенных ограничений.

Ранее стало известно, что администрация видеохостинга ограничила доступ к официальному каналу политика. Видеохостинг YouTube стал инструментом избирательной цензуры, направленной против российских СМИ, общественно значимых ресурсов и политических деятелей. 

Подобные действия YouTube нарушают ключевые принципы свободного распространения информации и беспрепятственного доступа к ней.";0
"❗️О многочисленных нарушениях со стороны видеохостинга YouTube в отношении российских СМИ

Принадлежащий американской компании Google LLC видеохостинг YouTube стал инструментом в антироссийской информационной войне. В последнее время YouTube неоднократно подвергал цензуре каналы зарегистрированных в соответствии с законом российских СМИ, общественных деятелей, творческих коллективов, спортивных команд, а также просветительские проекты, ориентированные на широкую аудиторию и освещающие ключевые моменты истории России. 

В общей сложности Роскомнадзор зафиксировал 54 факта применения YouTube ограничений в отношении российских каналов. Среди подвергшихся цензуре оказались YouTube-каналы российских независимых журналистов и СМИ с многомиллионной аудиторией, в том числе РБК, НТВ, ТНТ, «РЕН ТВ», «Известия», «Пятый канал», «Русское радио», «Царьград» и общероссийских: «Первый канал», «Россия 1», «Культура», «Звезда», «Россия 24», Sputnik, РИА «Новости». Заблокированными также остаются страницы просветительских кинопроектов «РЖЕВ. 500 дней в огне» и «Крым. Путь на Родину».

По всем фактам цензуры российских СМИ и общественно значимых ресурсов Роскомнадзор направлял требования прекратить дискриминацию и обеспечить свободный доступ к информации для всех пользователей видеохостинга. Тем не менее, по состоянию на 18 марта со стороны компании Google LLC эти требования не выполнены.

Ещё раз призываем компанию Google незамедлительно прекратить какие-либо ограничения на платформе Youtube в отношении российских СМИ и ресурсов, обеспечить беспрепятственный доступ российским пользователям к информации в соответствии с действующим российским законодательством. И напоминаем о предусмотренных законодательством мерах технологического воздействия в отношении интернет-платформ.";0
"Дайджест материалов НТЦ ГРЧЦ и портала RSpectr

1️⃣ Ограничения и блокировки онлайн-платформ в мире

Онлайн-платформы являются крупнейшими площадками новостей и обмена мнений, но условия фильтрации контента и нарушения закона привели к блокировке некоторых соцсетей в ряде стран мира. В разное время на работу Facebook, Twitter, Instagram, Whatsapp, TikTok были наложены ограничения во многих странах.

2️⃣ Своя цифра ближе к делу

Государство предложило беспрецедентные меры поддержки разработчикам ПО. В помощь экономике бизнес предлагает расширить критерии для отнесения предприятий к IT-отрасли. Регулятор принимает запросы от индустрии и формулирует инициативы для работы в условиях санкций. Один за другим появляются сервисы для поиска и систематизации российских решений.

3️⃣ Облако без дефицита

Российские компании прорабатывают планы перехода на национальное облачное ПО. Cloud-системы стали особенно востребованы в условиях пандемии, когда нагрузки на IT-инфраструктуру компаний многократно увеличились. В России есть собственные облачные решения, позволяющие обеспечить достаточный уровень защиты от кибератак. 

4️⃣ Ваша карта не бита

После сообщения о приостановке деятельности Mastercard и Visa в РФ Центробанк заявил о том, что все карты этих международных платежных систем, выпущенные российскими банками, продолжат работать на территории страны. В случае выезда за границу рекомендуется брать с собой наличную валюту и пластик «Мир» для тех стран, где он принимается. Ряд российских банков приступил к выпуску карт UnionPay.

5️⃣ В онлайне фейки грохотали

Современное международное право не регулирует информационное противостояние в киберпространстве. При этом крупнейшие цифровые платформы, по сути, являются новыми СМИ со своей редакционной политикой, продвигающими одни взгляды и жестко запрещающими другие.";0
"❗️Роскомнадзор требует прекратить распространение угроз в адрес граждан Российской Федерации

18 марта Роскомнадзор потребовал от компании Google LLC незамедлительно прекратить распространение угроз в адрес граждан Российской Федерации на видеохостинге YouTube.

Ранее стало известно, что пользователям видеохостинга YouTube транслируются рекламные ролики с призывами выводить из строя железнодорожные коммуникации Российской Федерации и Республики Беларусь. Действия администрации YouTube носят террористический характер и угрожают жизни и здоровью российских граждан.

Распространение подобных призывов наглядно демонстрирует антироссийскую позицию американской компании Google LLC.

Роскомнадзор выступает категорически против подобных рекламных кампаний и требует от Google LLC в максимально короткие сроки прекратить трансляцию антироссийских роликов.

В последние недели американские ИТ-компании, в частности, Meta Platforms Inc. и Google LLC заняли четко выраженную антироссийскую позицию. На принадлежащих данным компаниям интернет-ресурсах развернута целенаправленная кампания по дискредитации российских Вооруженных сил, средств массовой информации, общественных деятелей и государства в целом.

Роскомнадзор неоднократно отмечал, что американские социальные сети и видеохостинг YouTube стали площадкой для информационных атак на Россию. Администрации интернет-ресурсов выбрали путь конфронтации, активно участвуя в распространении человеконенавистнических призывов в отношении граждан Российской Федерации. Подобные действия Meta Platforms Inc. и Google LLC не только нарушают российское законодательство, но и противоречат общепринятым нормам морали.";0
"❗️Роскомнадзор потребовал от видеохостинга YouTube восстановить доступ к аккаунту телеканала «Спас»

Роскомнадзор потребовал от Google LLC в максимально короткие сроки снять ограничения, наложенные на youtube-канал православного телеканала «Спас», а также объяснить причины их введения.

16 марта выявлен факт очередного ограничения администрацией видеохостинга YouTube доступа к российскому СМИ. «Спас ТВ» — первый общественный православный телеканал. Основу эфира составляет православная тематика, а также документальные, просветительские и образовательные программы.

Такие действия администрации YouTube нарушают ключевые принципы свободного распространения информации и беспрепятственного доступа к ней. Ведомство считает недопустимыми какие-либо ограничения в отношении любого российского СМИ, а в особенности, способствующего формированию мировоззрения на основе православных ценностей, развитию и укреплению духовно-нравственных основ российского государства.";0
"⚠️Роскомнадзор предупреждает об ответственности, в том числе уголовной, за участие в киберпреступлениях

Начиная с 24 февраля, в отношении информационных систем и инфраструктуры электронного правительства Российской Федерации резко увеличилось количество  кибератак. 

Для атак применяются значительные вычислительные мощности. Злоумышленники стараются активно привлекать к противоправным действиям российских пользователей.
В социальных сетях  развернута широкая агитационная кампания. 

Напоминаем гражданам России о недопустимости участия в киберпреступлениях, об ответственности, в том числе уголовной, за подобные противоправные действия.";0
"❗️Роскомнадзор потребовал незамедлительно восстановить доступ к YouTube-каналам «Советское телевидение. Гостелерадиофонд»

Роскомнадзор потребовал от Google LLC в максимально короткие сроки снять наложенные ограничения на YouTube-каналы «Советское телевидение. Гостелерадиофонд», проинформировать об этом ведомство, а также обозначить причины блокировки указанных каналов.

Ранее Роскомнадзор выявил факт ограничения администрацией видеохостинга YouTube доступа к каналам «Советское телевидение. Гостелерадиофонд» и «Советское радио. Гостелерадиофонд». Такие действия администрации видеохостинга в корне нарушают ключевые принципы свободного распространения информации и беспрепятственного доступа к ней. Ведомство считает недопустимыми какие-либо ограничения в отношении указанных каналов.

Государственный фонд телевизионных и радиопрограмм (Гостелерадиофонд) — это филиал телерадиокомпании ВГТРК, предоставляет доступ к крупнейшему мировому архиву видео- и аудиоматериалов российского и советского производства ХХ–XXI веков.

Всего с апреля 2020 года Роскомнадзор зафиксировал 36 фактов ограничения видеохостингом YouTube официальных каналов российских СМИ, общественных деятелей, спортивных команд и просветительских проектов. Иностранные интернет-ресурсы наглядно демонстрируют, что дискриминация направлена не только против политиков или средств массовой информации, а против всего российского. В данном случае, против истории и культуры нашей страны.";0
"❗️Об ограничении доступа к социальной сети Instagram

Как известно, 11 марта компания Meta Platforms Inc. приняла беспрецедентное решение, разрешив в своих социальных сетях Facebook и Instagram размещение информации, содержащей призывы к насилию против российских граждан.

В социальной сети Instagram  распространяются сообщения, поощряющие и провоцирующие совершение насильственных действий в отношении россиян, в связи с чем Генеральная прокуратура России потребовала от Роскомнадзора ограничить доступ к этой социальной сети. 

Поскольку для активных пользователей Instagram потребуется время для переноса своих фото- и видеоматериалов в другие социальные сети, уведомления своих контактов и подписчиков, Роскомнадзор принял решение о завершении процедуры введения ограничений на доступ к Instagram в 00 часов 14 марта, предусмотрев для пользователей дополнительные 48 часов переходного периода.";0
"❗️Роскомнадзор ограничит доступ к Instagram из-за призывов к насилию в отношении россиян.

На основании требования Генеральной прокуратуры РФ доступ к социальной сети Instagram (принадлежит компании Meta Platforms, Inc.) на территории Российской Федерации будет ограничен.

В социальной сети Instagram распространяются информационные материалы, содержащие призывы к совершению насильственных действий в отношении граждан Российской Федерации, в том числе военнослужащих.

Согласно заявлению пресс-секретаря компании Meta Platforms Inc. Энди Стоуна от 11.03.2022 компания снимает в своих социальных сетях запрет для жителей ряда стран на размещение информации, содержащей призывы к насилию против российских граждан, в том числе военнослужащих.";0
"Дайджест материалов НТЦ ГРЧЦ и портала RSpectr
     
1️⃣ Метавселенные придут с Востока

Подходы к регулированию метавселенных имеют различия в зависимости от географического положения, политического режима и экономической традиции. В частности, страны Юго-Восточной Азии предпринимают реальные шаги по формированию институтов для регулирования метавселенной. 

2️⃣ 5G шагает по планете. 6G – приготовиться

Порядка 200 операторов сотовой связи запустили коммерческие услуги 5G. В период с 2022 по 2025 год компании вложат в свои сети 620 млрд долларов, из которых 85% будут приходиться на пятое поколение. Мобильная индустрия начинает разработку дорожной карты для 6G.

3️⃣ Вредный бренд

Партию китайских смартфонов, поступивших с завода с предустановленным вредоносным ПО, выявила японская компания по информбезопасности Trend Micro. Российский рынок оказался на втором месте после индонезийского по числу поставленных от производителей гаджетов с вирусами. Они способны передавать злоумышленникам тайные SMS-оповещения и совершать хищения от имени владельца.

4️⃣ Мой сайт – моя крепость

С конца февраля продолжается беспрецедентное по масштабам нашествие хакеров на российские информационные ресурсы. На этом фоне за персональными данными жителей страны началась настоящая охота, а иностранные вендоры уходят с отечественного рынка и прекращают техническую поддержку клиентов. В сложившейся ситуации стремительно растет актуальность новых сервисов по управлению цифровыми рисками.

5️⃣ Цифра санкций не боится

Рынок цифровых активов сможет активно развиваться, несмотря на санкции, если будет установлено детальное правовое регулирование всех сегментов. Легализация одного только майнинга принесет государству ежегодно десятки миллиардов рублей в виде налогов.";0
"⚠️ Роскомнадзор требует от Meta прокомментировать информацию об изменениях правил модерации.

Роскомнадзор потребовал от администрации Meta Platforms Inc в кратчайшие сроки подтвердить или опровергнуть появившуюся в сети информацию об изменении правил модерации контента в социальных сетях Facebook и Instagram в отношении российских граждан, в том числе военнослужащих Вооруженных сил Российской Федерации.";0
"⚡️Роскомнадзор открывает официальную страничку в социальной сети ""Одноклассники"".

Ознакомиться с актуальными новостями и задать вопросы о деятельности ведомства теперь можно по ссылке.";0
"❗️Роскомнадзор потребовал от TikTok снять ограничения с видеозаписи обращения Президента России

Роскомнадзор потребовал от администрации социальной сети TikTok незамедлительно снять ограничения, наложенные в отношении видеозаписи обращения Президента России В. Путина, а также объяснить причины их введения.  

По данным ведомства, администрация TikTok ограничила доступ к аудиодорожке указанного видео для иностранных пользователей. 

В письме Роскомнадзора отмечается, что такие действия руководства социальной сети в корне нарушают ключевые принципы свободного распространения информации и беспрепятственного доступа к ней.";0
"Где найти официальные аккаунты РКН?

В связи с участившимися случаями распространения недостоверной информации якобы от имени Роскомнадзора сообщаем, что на данный момент ознакомиться с актуальными новостями ведомства вы можете только на следующих площадках:

✅ Официальный сайт;
✅ Вконтакте;
✅ Telegram.";0
"❗Роскомнадзор информирует о принятии мер в отношении интернет-приложения Zello

4 марта Роскомнадзор, на основании решения, направил администрации американского интернет-ресурса Zello (Zello Inc.) требование прекратить рассылку пользователям сообщений, в которых содержится недостоверная информация о ходе специальной операции Вооруженных Сил Российской Федерации на территории Украины.

Администрация интернет-ресурса Zello в установленный законом срок требование Роскомнадзора не выполнила.

В связи с неисполнением администрацией Zello требования Роскомнадзора в течение 24 часов доступ к этому приложению на территории Российской Федерации будет ограничен.";0
"❗Приняты ответные меры на ограничение доступа к российским СМИ

4 марта 2022 года принято решение о блокировке доступа к сети Facebook (принадлежит компании Meta Platforms, Inc.) на территории Российской Федерации.

С октября 2020 года зафиксировано 26 случаев дискриминации российских СМИ и информационных ресурсов со стороны Facebook. В последние дни социальной сетью доступ был ограничен к аккаунтам: телеканала «Звезда», информационного агентства «РИА Новости», Sputnik, Russia Today, информационных ресурсов «Лента.ру» и «Газета.ру»

Упомянутые ограничения запрещены Федеральным законом № 272-ФЗ «О мерах воздействия на лиц, причастных к нарушениям основополагающих прав и свобод человека, прав и свобод граждан Российской Федерации», принятым, в том числе, для недопущения нарушений ключевых принципов свободного распространения информации и беспрепятственного доступа  российских пользователей к российским СМИ на иностранных интернет-платформах.";0
"❗Роскомнадзор требует объяснить причину удаления новостных сюжетов, опубликованных на аккаунте «РИА Новости»

4 марта Роскомнадзор направил письмо администрации социальной сети TikTok с требованием пояснить причины удаления новостных сюжетов, опубликованных на официальном аккаунте российского агентства международной информации «РИА Новости».

Роскомнадзор отмечает, что подобные действия администрации социальной сети TikTok нарушают ключевые принципы свободного распространения информации и беспрепятственного доступа к ней.

Начиная с мая 2021 года Роскомнадзор зафиксировал 7 фактов дискриминации официальных аккаунтов российских СМИ и общественных деятелей на платформе TikTok.";0
"❗Роскомнадзор предостерегает граждан от предоставления или распространения персональных данных в сети «Интернет»  

Роскомнадзор выявляет интернет-ресурсы, в том числе телеграмм-боты, предлагающие получить информацию о военнослужащих ВС РФ, якобы находящихся в списках пленных или погибших в ходе специальной операции на Украине.

Для того, чтобы ввести пользователей в заблуждение, в ряде случаев указанные интернет-сайты и боты создаются с использованием наименования популярных сервисов, которым доверяет интернет-аудитория.

Создатели подобных ресурсов, как правило, нацелены на сбор достоверных данных о военнослужащих и членах их семей, цинично играя на чувствах родителей и других близких людей.

Собранная злоумышленниками информация о военнослужащих и членах их семей может быть использована для противоправных действий.

Роскомнадзор предостерегает от предоставления или распространения в сети «Интернет» информации о ваших родных и близких, проходящих военную службу.

Роскомнадзор направил в Telegram требования об удалении выявленных интернет-ресурсов. Кроме того, информация направлена в следственные органы для привлечения к ответственности злоумышленников.";0
"❗Роскомнадзор требует снять ограничения с официального YouTube-канала футбольного клуба ЦСКА 

3 марта Роскомнадзор направил письмо администрации компании Google LLC с требованием снять все наложенные ограничения на официальный канал российского футбольного клуба ЦСКА на видеохостинге YouTube и объяснить причины их применения.

Принадлежащий американской компании Google LLC видеохостинг YouTube стал инструментом информационной войны против Российской Федерации со стороны западного сообщества. Уже не в первый раз российские каналы на YouTube подвергаются ограничению и дискриминации. Такие действия администрации видеохостинга  нарушают ключевые принципы свободного распространения информации и беспрепятственного доступа к ней.

Все чаще ограничения со стороны американских IT-компаний накладываются не только на официальные аккаунты в соцсетях и  YouTube-каналы российских СМИ, но и применяются против общественных деятелей и организаций, а в данном случае, против спортивного клуба. Иностранные интернет-ресурсы наглядно демонстрируют, что дискриминация направлена не против конкретных политиков или средств массовой информации, а против всего российского. В данном случае против российских футбольных болельщиков. 

С апреля 2020 года Роскомнадзор зафиксировал 47 фактов ограничения видеохостингом YouTube официальных каналов российских СМИ, общественных деятелей, спортивных команд и просветительских проектов.";0
